0.017437829,-0.36108744,0.28787437,-0.24236529,-0.59259266,0.8055023,1.5702202
0.017437829,-0.36108744,0.27622172,-0.21883056,-0.49553347,0.86858886,1.5050375
0.017437829,-0.36108744,0.26736695,-0.19410685,-0.39183396,0.92003596,1.440674
0.017437829,-0.36108744,0.2614287,-0.16852549,-0.2828837,0.9591542,1.3786181
0.017437829,-0.36108744,0.25848663,-0.14242926,-0.1701427,0.98541945,1.3199143
0.017437829,-0.36108744,0.2585801,-0.116167895,-0.055121724,0.99847966,1.265081
0.017437829,-0.36108744,0.2617078,-0.09009328,0.06063791,0.9981598,1.2141922
0.017437829,-0.36108744,0.26782796,-0.064554825,0.17558497,0.9844643,1.1670268
0.017437829,-0.36108744,0.27685845,-0.039894767,0.28817913,0.9575765,1.1232117
0.017437829,-0.36108744,0.28867832,-0.016443552,0.39691156,0.9178569,1.0823227
0.017437829,-0.36108744,0.30312914,0.00548456,0.5003252,0.8658376,1.0439438
0.017437829,-0.36108744,0.32001728,0.025595725,0.59703434,0.8022157,1.0076965
0.017437829,-0.36108744,0.33911645,0.043620445,0.685743,0.7278438,0.9732504
0.017437829,-0.36108744,0.3601707,0.059317183,0.76526237,0.64371854,0.940323
0.017437829,-0.36108744,0.38289785,0.0724756,0.8345269,0.55096716,0.908676
0.017437829,-0.36108744,0.40699342,0.08291936,0.8926085,0.45083264,0.8781093
0.017437829,-0.36108744,0.4321345,0.09050851,0.93872875,0.34465677,0.84845465
0.017437829,-0.36108744,0.45798415,0.095141366,0.9722697,0.23386237,0.8195706
0.017437829,-0.36108744,0.48419604,0.09675583,0.9927819,0.11993411,0.7913374
0.017437829,-0.36108744,0.51041883,0.09533029,0.99999034,0.0043986924,0.76365286
0.017437829,-0.36108744,0.5363012,0.09088382,0.99379855,-0.11119567,0.73642945
0.017437829,-0.36108744,0.5614963,0.08347603,0.9742894,-0.22529997,0.70959103
0.017437829,-0.36108744,0.58566654,0.07320617,0.9417245,-0.33638516,0.6830709
0.017437829,-0.36108744,0.6084879,0.060211875,0.89654005,-0.44296265,0.6568097
0.017437829,-0.36108744,0.6296547,0.04466726,0.83934164,-0.54360425,0.630754
0.017437829,-0.36108744,0.6488833,0.026780631,0.7708957,-0.6369614,0.60485494
0.017437829,-0.36108744,0.6659159,0.0067916834,0.6921195,-0.7217829,0.57906693
0.017437829,-0.36108744,0.68052435,-0.015031728,0.6040686,-0.79693234,0.55334675
0.017437829,-0.36108744,0.6925129,-0.03839716,0.5079229,-0.8614025,0.5276526
0.017437829,-0.36108744,0.7017209,-0.06299151,0.40497085,-0.9143296,0.5019433
0.017437829,-0.36108744,0.70802486,-0.088485196,0.29659206,-0.9550043,0.47617725
0.017437829,-0.36108744,0.7113404,-0.1145366,0.1842388,-0.9828815,0.45031166
0.017437829,-0.36108744,0.71162313,-0.14079662,0.06941667,-0.99758774,0.42430174
0.017437829,-0.36108744,0.70886916,-0.16691336,-0.046335664,-0.9989259,0.39809954
0.017437829,-0.36108744,0.7031154,-0.19253685,-0.16146709,-0.9868781,0.37165296
0.017437829,-0.36108744,0.69443905,-0.2173237,-0.27443478,-0.9616057,0.34490436
0.017437829,-0.36108744,0.6829563,-0.24094181,-0.38372496,-0.92344743,0.3177891
0.017437829,-0.36108744,0.668821,-0.26307464,-0.48787305,-0.8729146,0.29023385
0.017437829,-0.36108744,0.6522226,-0.28342563,-0.5854835,-0.8106843,0.26215413
0.017437829,-0.36108744,0.6333836,-0.30172205,-0.67524815,-0.7375906,0.233452
0.017437829,-0.36108744,0.6125563,-0.3177187,-0.7559643,-0.6546129,0.20401274
0.017437829,-0.36108744,0.5900199,-0.3312013,-0.8265502,-0.56286305,0.17370091
0.017437829,-0.36108744,0.5660764,-0.34198907,-0.88605994,-0.46357068,0.14235593
0.017437829,-0.36108744,0.5410466,-0.34993753,-0.9336962,-0.35806626,0.10978662
0.017437829,-0.36108744,0.5185317,-0.36345595,-0.88605994,-0.46357068,-1.8450634
0.017437829,-0.36108744,0.4935019,-0.3714044,-0.9336962,-0.35806626,-1.8765391
0.017437829,-0.36108744,0.46772125,-0.37640703,-0.9688205,-0.24776359,-1.909479
0.017437829,-0.36108744,0.44153517,-0.37839675,-0.99096227,-0.1341408,-1.9441881
0.017437829,-0.36108744,0.41529465,-0.3773469,-0.99982476,-0.018720485,-1.9810394
0.017437829,-0.36108744,0.38935122,-0.3732716,-0.9952892,0.0969507,-0.020484583
0.017437829,-0.36108744,0.3631684,-0.375303,-0.99982476,-0.018720485,-1.98096
0.017437829,-0.36108744,0.33722496,-0.37122768,-0.9952892,0.0969507,-0.020818906
0.017437829,-0.36108744,0.3110421,-0.37325907,-0.99982476,-0.018720485,-1.9808525
0.017437829,-0.36108744,0.2850987,-0.36918378,-0.9952892,0.0969507,-0.021283483
0.017437829,-0.36108744,0.25891584,-0.37121516,-0.99982476,-0.018720485,-1.9806985
0.017437829,-0.36108744,0.23297244,-0.36713985,-0.9952892,0.0969507,-0.021972848
0.017437829,-0.36108744,0.20678958,-0.36917123,-0.99982476,-0.018720485,-1.9804597
0.017437829,-0.36108744,0.18084618,-0.36509594,-0.9952892,0.0969507,-0.023102196
0.017437829,-0.36108744,0.15466332,-0.36712733,-0.99982476,-0.018720485,-1.9800396
0.017437829,-0.36108744,0.12871993,-0.363052,-0.9952892,0.0969507,-0.025290089
0.2451331,-0.00933221,0.102537066,-0.3650834,-0.99982476,-0.018720485,-1.979105
0.2451331,-0.00933221,0.07659366,-0.3610081,-0.9952892,0.0969507,0.6113461
0.2451331,-0.00933221,0.051295046,-0.3539619,-0.97741634,0.21132271,0.5953102
0.2451331,-0.00933221,0.026980238,-0.3440393,-0.94644576,0.32286292,0.57921696
0.2451331,-0.00933221,0.0039750612,-0.33137318,-0.9027924,0.43007663,0.5630834
0.2451331,-0.00933221,-0.017412204,-0.31613332,-0.84704125,0.53152716,0.5469255
0.2451331,-0.00933221,-0.03689496,-0.29852393,-0.7799395,0.62585497,0.5307585
0.2451331,-0.00933221,-0.05421213,-0.27878097,-0.70238614,0.7117961,0.51459736
0.2451331,-0.00933221,-0.06913166,-0.25716904,-0.6154206,0.7881989,0.4984573
0.2451331,-0.00933221,-0.081453614,-0.23397769,-0.5202081,0.8540395,0.48235413
0.2451331,-0.00933221,-0.09101289,-0.20951775,-0.41802472,0.90843564,0.46630448
0.2451331,-0.00933221,-0.097681366,-0.18411696,-0.31023958,0.9506584,0.45032668
0.2451331,-0.00933221,-0.1013697,-0.15811573,-0.19829711,0.98014194,0.434441
0.2451331,-0.00933221,-0.10202847,-0.13186245,-0.083697386,0.9964912,0.41867056
0.2451331,-0.00933221,-0.099648826,-0.10570894,0.032023914,0.9994871,0.40304226
0.2451331,-0.00933221,-0.094262674,-0.080005676,0.14731608,0.9890895,0.38758773
0.2451331,-0.00933221,-0.08594219,-0.05509708,0.26063415,0.96543765,0.37234515
0.2451331,-0.00933221,-0.07479887,-0.031316947,0.37045962,0.92884856,0.35736126
0.2451331,-0.00933221,-0.06098203,-0.008983933,0.4753208,0.87981254,0.34269416
